deskripsi,category,source,deskripsi_clean,text_length
eyeliner,belanja,synthetic,eyeliner,8
skincare wardah,belanja,synthetic,skincare wardah,15
emina,belanja,synthetic,emina,5
ms glow,belanja,synthetic,ms glow,7
somethinc,belanja,synthetic,somethinc,9
skintific,belanja,synthetic,skintific,9
beli baju,belanja,synthetic,beli baju,9
beli kaos,belanja,synthetic,beli kaos,9
kemeja,belanja,synthetic,kemeja,6
celana jeans,belanja,synthetic,celana jeans,12
celana pendek,belanja,synthetic,celana pendek,13
jaket,belanja,synthetic,jaket,5
hoodie,belanja,synthetic,hoodie,6
dress,belanja,synthetic,dress,5
gamis,belanja,synthetic,gamis,5
hijab,belanja,synthetic,hijab,5
beli sepatu,belanja,synthetic,beli sepatu,11
sandal,belanja,synthetic,sandal,6
sepatu sneakers,belanja,synthetic,sepatu sneakers,15
sepatu kerja,belanja,synthetic,sepatu,6
sendal jepit,belanja,synthetic,sendal jepit,12
tas,belanja,synthetic,tas,3
dompet,belanja,synthetic,dompet,6
ikat pinggang,belanja,synthetic,ikat pinggang,13
topi,belanja,synthetic,topi,4
kacamata,belanja,synthetic,kacamata,8
beli charger,belanja,synthetic,beli charger,12
kabel data,belanja,synthetic,kabel data,10
earphone,belanja,synthetic,earphone,8
headset,belanja,synthetic,headset,7
powerbank,belanja,synthetic,powerbank,9
casing hp,belanja,synthetic,casing hp,9
pelindung layar,belanja,synthetic,pelindung layar,15
mouse,belanja,synthetic,mouse,5
keyboard,belanja,synthetic,keyboard,8
flashdisk,belanja,synthetic,flashdisk,9
lampu led,belanja,synthetic,lampu led,9
baterai,belanja,synthetic,baterai,7
bolpoin,belanja,synthetic,bolpoin,7
pulpen,belanja,synthetic,pulpen,6
buku tulis,belanja,synthetic,buku tulis,10
perlengkapan dapur,belanja,synthetic,perlengkapan dapur,18
piring,belanja,synthetic,piring,6
gelas,belanja,synthetic,gelas,5
sendok garpu,belanja,synthetic,sendok garpu,12
wajan,belanja,synthetic,wajan,5
ember,belanja,synthetic,ember,5
sapu,belanja,synthetic,sapu,4
pel,belanja,synthetic,pel,3
sikat wc,belanja,synthetic,sikat wc,8
tempat sampah,belanja,synthetic,sampah,6
hanger baju,belanja,synthetic,hanger baju,11
gantungan,belanja,synthetic,gantungan,9
bantal,belanja,synthetic,bantal,6
sprei,belanja,synthetic,sprei,5
handuk,belanja,synthetic,handuk,6
alfamidi,belanja,synthetic,alfamidi,8
lawson,belanja,synthetic,lawson,6
circle k,belanja,synthetic,circle,6
superindo,belanja,synthetic,superindo,9
hypermart,belanja,synthetic,hypermart,9
carrefour,belanja,synthetic,carrefour,9
hero supermarket,belanja,synthetic,hero supermarket,16
giant,belanja,synthetic,giant,5
lottemart,belanja,synthetic,lottemart,9
transmart,belanja,synthetic,transmart,9
yogya,belanja,synthetic,yogya,5
borma,belanja,synthetic,borma,5
tip top,belanja,synthetic,tip top,7
beli di alfamart,belanja,synthetic,beli alfamart,13
beli di indomaret,belanja,synthetic,beli indomaret,14
belanja supermarket,belanja,synthetic,belanja supermarket,19
belanja bulanan,belanja,synthetic,belanja bulanan,15
sabun mandi,belanja,synthetic,sabun mandi,11
sabun lifebuoy,belanja,synthetic,sabun lifebuoy,14
sabun dettol,belanja,synthetic,sabun dettol,12
sabun dove,belanja,synthetic,sabun dove,10
lux sabun,belanja,synthetic,lux sabun,9
shampoo,belanja,synthetic,shampoo,7
shampoo clear,belanja,synthetic,shampoo clear,13
dokter umum,kesehatan,synthetic,dokter umum,11
klinik,kesehatan,synthetic,klinik,6
puskesmas,kesehatan,synthetic,puskesmas,9
konsultasi dokter,kesehatan,synthetic,konsultasi dokter,17
periksa dokter,kesehatan,synthetic,periksa dokter,14
dokter gigi,kesehatan,synthetic,dokter gigi,11
cabut gigi,kesehatan,synthetic,cabut gigi,10
tambal gigi,kesehatan,synthetic,tambal gigi,11
scaling gigi,kesehatan,synthetic,scaling gigi,12
perawatan gigi,kesehatan,synthetic,perawatan gigi,14
dokter spesialis,kesehatan,synthetic,dokter spesialis,16
dokter anak,kesehatan,synthetic,dokter anak,11
dokter kandungan,kesehatan,synthetic,dokter kandungan,16
dokter mata,kesehatan,synthetic,dokter,6
dokter kulit,kesehatan,synthetic,dokter kulit,12
rumah sakit,kesehatan,synthetic,rumah sakit,11
ugd,kesehatan,synthetic,ugd,3
rawat jalan,kesehatan,synthetic,rawat jalan,11
rawat inap,kesehatan,synthetic,rawat inap,10
operasi,kesehatan,synthetic,operasi,7
bidan,kesehatan,synthetic,bidan,5
konsultasi bidan,kesehatan,synthetic,konsultasi bidan,16
cek kehamilan,kesehatan,synthetic,cek kehamilan,13
usg kandungan,kesehatan,synthetic,usg kandungan,13
imunisasi,kesehatan,synthetic,imunisasi,9
apotek,kesehatan,synthetic,apotek,6
kimia farma,kesehatan,synthetic,kimia farma,11
guardian apotek,kesehatan,synthetic,guardian apotek,15
century apotek,kesehatan,synthetic,century apotek,14
k24 apotek,kesehatan,synthetic,apotek,6
beli obat,kesehatan,synthetic,beli obat,9
obat batuk,kesehatan,synthetic,obat batuk,10
obat pilek,kesehatan,synthetic,obat pilek,10
obat demam,kesehatan,synthetic,obat demam,10
obat sakit kepala,kesehatan,synthetic,obat sakit kepala,17
paracetamol,kesehatan,synthetic,paracetamol,11
ibuprofen,kesehatan,synthetic,ibuprofen,9
amoxicillin,kesehatan,synthetic,amoxicillin,11
vitamin c,kesehatan,synthetic,vitamin,7
vitamin d,kesehatan,synthetic,vitamin,7
suplemen,kesehatan,synthetic,suplemen,8
minyak kayu putih,kesehatan,synthetic,minyak kayu putih,17
betadine,kesehatan,synthetic,betadine,8
hansaplast,kesehatan,synthetic,hansaplast,10
perban,kesehatan,synthetic,perban,6
obat maag,kesehatan,synthetic,obat maag,9
antasida,kesehatan,synthetic,antasida,8
promag,kesehatan,synthetic,promag,6
mylanta,kesehatan,synthetic,mylanta,7
obat diare,kesehatan,synthetic,obat diare,10
obat alergi,kesehatan,synthetic,obat alergi,11
antimo,kesehatan,synthetic,antimo,6
tolak angin,kesehatan,synthetic,tolak angin,11
woods obat batuk,kesehatan,synthetic,woods obat batuk,16
vicks,kesehatan,synthetic,vicks,5
cek darah,kesehatan,synthetic,cek darah,9
laboratorium,kesehatan,synthetic,laboratorium,12
lab prodia,kesehatan,synthetic,lab prodia,10
lab pramita,kesehatan,synthetic,lab pramita,11
cek kolesterol,kesehatan,synthetic,cek kolesterol,14
cek gula darah,kesehatan,synthetic,cek gula darah,14
cek tensi,kesehatan,synthetic,cek tensi,9
cek urine,kesehatan,synthetic,cek urine,9
rontgen,kesehatan,synthetic,rontgen,7
ct scan,kesehatan,synthetic,ct scan,7
rapid test,kesehatan,synthetic,rapid test,10
pcr test,kesehatan,synthetic,pcr test,8
antigen test,kesehatan,synthetic,antigen test,12
medical check up,kesehatan,synthetic,medical check up,16
cek kesehatan,kesehatan,synthetic,cek kesehatan,13
gym,kesehatan,synthetic,gym,3
fitness center,kesehatan,synthetic,fitness center,14
membership gym,kesehatan,synthetic,membership gym,14
daftar gym,kesehatan,synthetic,daftar gym,10
bayar gym,kesehatan,synthetic,bayar gym,9
gold gym,kesehatan,synthetic,gold gym,8
celebrity fitness,kesehatan,synthetic,celebrity fitness,17
fit hub,kesehatan,synthetic,fit hub,7
sports club,kesehatan,synthetic,sports club,11
anytime fitness,kesehatan,synthetic,anytime fitness,15
yoga,kesehatan,synthetic,yoga,4
kelas yoga,kesehatan,synthetic,kelas yoga,10
pilates,kesehatan,synthetic,pilates,7
zumba,kesehatan,synthetic,zumba,5
aerobik,kesehatan,synthetic,aerobik,7
renang,kesehatan,synthetic,renang,6
lari,kesehatan,synthetic,lari,4
jogging,kesehatan,synthetic,jogging,7
badminton fitness,kesehatan,synthetic,badminton fitness,17
sepeda,kesehatan,synthetic,sepeda,6
vitamin,kesehatan,synthetic,vitamin,7
multivitamin,kesehatan,synthetic,multivitamin,12
zinc,kesehatan,synthetic,zinc,4
omega 3,kesehatan,synthetic,omega,5
kolagen,kesehatan,synthetic,kolagen,7
protein whey,kesehatan,synthetic,protein whey,12
protein shake,kesehatan,synthetic,protein shake,13
susu ensure,kesehatan,synthetic,susu ensure,11
susu anlene,kesehatan,synthetic,susu anlene,11
susu diabetasol,kesehatan,synthetic,susu diabetasol,15
madu,kesehatan,synthetic,madu,4
propolis,kesehatan,synthetic,propolis,8
herbal,kesehatan,synthetic,herbal,6
jamu,kesehatan,synthetic,jamu,4
temulawak,kesehatan,synthetic,temulawak,9
masker wajah,kesehatan,synthetic,masker wajah,12
obat jerawat,kesehatan,synthetic,obat jerawat,12
benzoil peroksida,kesehatan,synthetic,benzoil peroksida,17
salicylic acid,kesehatan,synthetic,salicylic acid,14
termometer,kesehatan,synthetic,termometer,10
tensimeter,kesehatan,synthetic,tensimeter,10
oximeter,kesehatan,synthetic,oximeter,8
masker medis,kesehatan,synthetic,masker medis,12
sarung tangan medis,kesehatan,synthetic,sarung tangan medis,19
timbangan badan,kesehatan,synthetic,timbangan badan,15
beli masker,kesehatan,synthetic,beli masker,11
kacamata baca,kesehatan,synthetic,kacamata baca,13
lensa kontak,kesehatan,synthetic,lensa kontak,12
obat mata,kesehatan,synthetic,obat,4
tetes mata,kesehatan,synthetic,tetes,5
obat telinga,kesehatan,synthetic,obat telinga,12
obat tetes hidung,kesehatan,synthetic,obat tetes hidung,17
dokter umum,kesehatan,synthetic,dokter umum,11
klinik,kesehatan,synthetic,klinik,6
puskesmas,kesehatan,synthetic,puskesmas,9
konsultasi dokter,kesehatan,synthetic,konsultasi dokter,17
periksa dokter,kesehatan,synthetic,periksa dokter,14
dokter gigi,kesehatan,synthetic,dokter gigi,11
cabut gigi,kesehatan,synthetic,cabut gigi,10
tambal gigi,kesehatan,synthetic,tambal gigi,11
scaling gigi,kesehatan,synthetic,scaling gigi,12
perawatan gigi,kesehatan,synthetic,perawatan gigi,14
dokter spesialis,kesehatan,synthetic,dokter spesialis,16
dokter anak,kesehatan,synthetic,dokter anak,11
dokter kandungan,kesehatan,synthetic,dokter kandungan,16
dokter mata,kesehatan,synthetic,dokter,6
dokter kulit,kesehatan,synthetic,dokter kulit,12
rumah sakit,kesehatan,synthetic,rumah sakit,11
ugd,kesehatan,synthetic,ugd,3
rawat jalan,kesehatan,synthetic,rawat jalan,11
rawat inap,kesehatan,synthetic,rawat inap,10
operasi,kesehatan,synthetic,operasi,7
bidan,kesehatan,synthetic,bidan,5
konsultasi bidan,kesehatan,synthetic,konsultasi bidan,16
cek kehamilan,kesehatan,synthetic,cek kehamilan,13
usg kandungan,kesehatan,synthetic,usg kandungan,13
imunisasi,kesehatan,synthetic,imunisasi,9
apotek,kesehatan,synthetic,apotek,6
kimia farma,kesehatan,synthetic,kimia farma,11
guardian apotek,kesehatan,synthetic,guardian apotek,15
century apotek,kesehatan,synthetic,century apotek,14
k24 apotek,kesehatan,synthetic,apotek,6
beli obat,kesehatan,synthetic,beli obat,9
obat batuk,kesehatan,synthetic,obat batuk,10
obat pilek,kesehatan,synthetic,obat pilek,10
obat demam,kesehatan,synthetic,obat demam,10
obat sakit kepala,kesehatan,synthetic,obat sakit kepala,17
paracetamol,kesehatan,synthetic,paracetamol,11
ibuprofen,kesehatan,synthetic,ibuprofen,9
amoxicillin,kesehatan,synthetic,amoxicillin,11
vitamin c,kesehatan,synthetic,vitamin,7
vitamin d,kesehatan,synthetic,vitamin,7
suplemen,kesehatan,synthetic,suplemen,8
minyak kayu putih,kesehatan,synthetic,minyak kayu putih,17
betadine,kesehatan,synthetic,betadine,8
hansaplast,kesehatan,synthetic,hansaplast,10
perban,kesehatan,synthetic,perban,6
obat maag,kesehatan,synthetic,obat maag,9
antasida,kesehatan,synthetic,antasida,8
promag,kesehatan,synthetic,promag,6
mylanta,kesehatan,synthetic,mylanta,7
obat diare,kesehatan,synthetic,obat diare,10
obat alergi,kesehatan,synthetic,obat alergi,11
antimo,kesehatan,synthetic,antimo,6
tolak angin,kesehatan,synthetic,tolak angin,11
woods obat batuk,kesehatan,synthetic,woods obat batuk,16
vicks,kesehatan,synthetic,vicks,5
cek darah,kesehatan,synthetic,cek darah,9
laboratorium,kesehatan,synthetic,laboratorium,12
lab prodia,kesehatan,synthetic,lab prodia,10
lab pramita,kesehatan,synthetic,lab pramita,11
cek kolesterol,kesehatan,synthetic,cek kolesterol,14
cek gula darah,kesehatan,synthetic,cek gula darah,14
cek tensi,kesehatan,synthetic,cek tensi,9
cek urine,kesehatan,synthetic,cek urine,9
rontgen,kesehatan,synthetic,rontgen,7
ct scan,kesehatan,synthetic,ct scan,7
rapid test,kesehatan,synthetic,rapid test,10
pcr test,kesehatan,synthetic,pcr test,8
antigen test,kesehatan,synthetic,antigen test,12
medical check up,kesehatan,synthetic,medical check up,16
cek kesehatan,kesehatan,synthetic,cek kesehatan,13
gym,kesehatan,synthetic,gym,3
fitness center,kesehatan,synthetic,fitness center,14
membership gym,kesehatan,synthetic,membership gym,14
daftar gym,kesehatan,synthetic,daftar gym,10
bayar gym,kesehatan,synthetic,bayar gym,9
gold gym,kesehatan,synthetic,gold gym,8
celebrity fitness,kesehatan,synthetic,celebrity fitness,17
fit hub,kesehatan,synthetic,fit hub,7
sports club,kesehatan,synthetic,sports club,11
anytime fitness,kesehatan,synthetic,anytime fitness,15
yoga,kesehatan,synthetic,yoga,4
kelas yoga,kesehatan,synthetic,kelas yoga,10
pilates,kesehatan,synthetic,pilates,7
zumba,kesehatan,synthetic,zumba,5
aerobik,kesehatan,synthetic,aerobik,7
renang,kesehatan,synthetic,renang,6
lari,kesehatan,synthetic,lari,4
jogging,kesehatan,synthetic,jogging,7
badminton fitness,kesehatan,synthetic,badminton fitness,17
sepeda,kesehatan,synthetic,sepeda,6
vitamin,kesehatan,synthetic,vitamin,7
multivitamin,kesehatan,synthetic,multivitamin,12
zinc,kesehatan,synthetic,zinc,4
omega 3,kesehatan,synthetic,omega,5
kolagen,kesehatan,synthetic,kolagen,7
protein whey,kesehatan,synthetic,protein whey,12
protein shake,kesehatan,synthetic,protein shake,13
susu ensure,kesehatan,synthetic,susu ensure,11
susu anlene,kesehatan,synthetic,susu anlene,11
susu diabetasol,kesehatan,synthetic,susu diabetasol,15
madu,kesehatan,synthetic,madu,4
propolis,kesehatan,synthetic,propolis,8
herbal,kesehatan,synthetic,herbal,6
jamu,kesehatan,synthetic,jamu,4
temulawak,kesehatan,synthetic,temulawak,9
masker wajah,kesehatan,synthetic,masker wajah,12
obat jerawat,kesehatan,synthetic,obat jerawat,12
benzoil peroksida,kesehatan,synthetic,benzoil peroksida,17
salicylic acid,kesehatan,synthetic,salicylic acid,14
termometer,kesehatan,synthetic,termometer,10
tensimeter,kesehatan,synthetic,tensimeter,10
oximeter,kesehatan,synthetic,oximeter,8
masker medis,kesehatan,synthetic,masker medis,12
sarung tangan medis,kesehatan,synthetic,sarung tangan medis,19
timbangan badan,kesehatan,synthetic,timbangan badan,15
beli masker,kesehatan,synthetic,beli masker,11
kacamata baca,kesehatan,synthetic,kacamata baca,13
lensa kontak,kesehatan,synthetic,lensa kontak,12
obat mata,kesehatan,synthetic,obat,4
tetes mata,kesehatan,synthetic,tetes,5
obat telinga,kesehatan,synthetic,obat telinga,12
obat tetes hidung,kesehatan,synthetic,obat tetes hidung,17
dokter umum,kesehatan,synthetic,dokter umum,11
klinik,kesehatan,synthetic,klinik,6
puskesmas,kesehatan,synthetic,puskesmas,9
konsultasi dokter,kesehatan,synthetic,konsultasi dokter,17
periksa dokter,kesehatan,synthetic,periksa dokter,14
dokter gigi,kesehatan,synthetic,dokter gigi,11
cabut gigi,kesehatan,synthetic,cabut gigi,10
tambal gigi,kesehatan,synthetic,tambal gigi,11
scaling gigi,kesehatan,synthetic,scaling gigi,12
perawatan gigi,kesehatan,synthetic,perawatan gigi,14
dokter spesialis,kesehatan,synthetic,dokter spesialis,16
dokter anak,kesehatan,synthetic,dokter anak,11
dokter kandungan,kesehatan,synthetic,dokter kandungan,16
dokter mata,kesehatan,synthetic,dokter,6
dokter kulit,kesehatan,synthetic,dokter kulit,12
rumah sakit,kesehatan,synthetic,rumah sakit,11
ugd,kesehatan,synthetic,ugd,3
rawat jalan,kesehatan,synthetic,rawat jalan,11
rawat inap,kesehatan,synthetic,rawat inap,10
operasi,kesehatan,synthetic,operasi,7
bidan,kesehatan,synthetic,bidan,5
konsultasi bidan,kesehatan,synthetic,konsultasi bidan,16
cek kehamilan,kesehatan,synthetic,cek kehamilan,13
usg kandungan,kesehatan,synthetic,usg kandungan,13
imunisasi,kesehatan,synthetic,imunisasi,9
apotek,kesehatan,synthetic,apotek,6
kimia farma,kesehatan,synthetic,kimia farma,11
guardian apotek,kesehatan,synthetic,guardian apotek,15
century apotek,kesehatan,synthetic,century apotek,14
k24 apotek,kesehatan,synthetic,apotek,6
beli obat,kesehatan,synthetic,beli obat,9
obat batuk,kesehatan,synthetic,obat batuk,10
obat pilek,kesehatan,synthetic,obat pilek,10
obat demam,kesehatan,synthetic,obat demam,10
obat sakit kepala,kesehatan,synthetic,obat sakit kepala,17
paracetamol,kesehatan,synthetic,paracetamol,11
ibuprofen,kesehatan,synthetic,ibuprofen,9
amoxicillin,kesehatan,synthetic,amoxicillin,11
vitamin c,kesehatan,synthetic,vitamin,7
vitamin d,kesehatan,synthetic,vitamin,7
suplemen,kesehatan,synthetic,suplemen,8
minyak kayu putih,kesehatan,synthetic,minyak kayu putih,17
betadine,kesehatan,synthetic,betadine,8
hansaplast,kesehatan,synthetic,hansaplast,10
perban,kesehatan,synthetic,perban,6
obat maag,kesehatan,synthetic,obat maag,9
antasida,kesehatan,synthetic,antasida,8
promag,kesehatan,synthetic,promag,6
mylanta,kesehatan,synthetic,mylanta,7
obat diare,kesehatan,synthetic,obat diare,10
obat alergi,kesehatan,synthetic,obat alergi,11
antimo,kesehatan,synthetic,antimo,6
tolak angin,kesehatan,synthetic,tolak angin,11
woods obat batuk,kesehatan,synthetic,woods obat batuk,16
vicks,kesehatan,synthetic,vicks,5
cek darah,kesehatan,synthetic,cek darah,9
bayar listrik,tagihan,synthetic,bayar listrik,13
listrik pln,tagihan,synthetic,listrik pln,11
token listrik,tagihan,synthetic,token listrik,13
beli token listrik,tagihan,synthetic,beli token listrik,18
isi token pln,tagihan,synthetic,isi token pln,13
pulsa listrik,tagihan,synthetic,pulsa listrik,13
listrik rumah,tagihan,synthetic,listrik rumah,13
listrik kos,tagihan,synthetic,listrik kos,11
bayar pln,tagihan,synthetic,bayar pln,9
listrik bulanan,tagihan,synthetic,listrik bulanan,15
token pln 50rb,tagihan,synthetic,token pln rb,12
token pln 100rb,tagihan,synthetic,token pln rb,12
token pln 200rb,tagihan,synthetic,token pln rb,12
bayar air,tagihan,synthetic,bayar air,9
air pdam,tagihan,synthetic,air pdam,8
tagihan pdam,tagihan,synthetic,tagihan pdam,12
bayar pdam,tagihan,synthetic,bayar pdam,10
air bulanan,tagihan,synthetic,air bulanan,11
iuran air,tagihan,synthetic,iuran air,9
air ledeng,tagihan,synthetic,air ledeng,10
air bersih,tagihan,synthetic,air bersih,10
wifi,tagihan,synthetic,wifi,4
bayar wifi,tagihan,synthetic,bayar wifi,10
tagihan internet,tagihan,synthetic,tagihan internet,16
indihome,tagihan,synthetic,indihome,8
firstmedia,tagihan,synthetic,firstmedia,10
mncplay,tagihan,synthetic,mncplay,7
biznet,tagihan,synthetic,biznet,6
myrepublic,tagihan,synthetic,myrepublic,10
telkomsel orbit,tagihan,synthetic,telkomsel orbit,15
wifi bulanan,tagihan,synthetic,wifi bulanan,12
paket internet,tagihan,synthetic,paket internet,14
pasang wifi,tagihan,synthetic,pasang wifi,11
bayar indihome,tagihan,synthetic,bayar indihome,14
upgrade wifi,tagihan,synthetic,upgrade wifi,12
tv kabel,tagihan,synthetic,tv kabel,8
tagihan tv,tagihan,synthetic,tagihan tv,10
bayar tv kabel,tagihan,synthetic,bayar tv kabel,14
useetv,tagihan,synthetic,useetv,6
transvision,tagihan,synthetic,transvision,11
beli pulsa,tagihan,synthetic,beli pulsa,10
isi pulsa,tagihan,synthetic,isi pulsa,9
pulsa telkomsel,tagihan,synthetic,pulsa telkomsel,15
pulsa xl,tagihan,synthetic,pulsa xl,8
pulsa indosat,tagihan,synthetic,pulsa indosat,13
pulsa tri,tagihan,synthetic,pulsa tri,9
pulsa smartfren,tagihan,synthetic,pulsa smartfren,15
paket data,tagihan,synthetic,paket data,10
beli paket data,tagihan,synthetic,beli paket data,15
paket telkomsel,tagihan,synthetic,paket telkomsel,15
paket xl,tagihan,synthetic,paket xl,8
paket indosat,tagihan,synthetic,paket indosat,13
paket tri,tagihan,synthetic,paket tri,9
kuota internet,tagihan,synthetic,kuota internet,14
paket nelpon,tagihan,synthetic,paket nelpon,12
paket sms,tagihan,synthetic,paket sms,9
perpanjang paket,tagihan,synthetic,perpanjang paket,16
beli kuota,tagihan,synthetic,beli kuota,10
isi kuota,tagihan,synthetic,isi kuota,9
bayar bpjs,tagihan,synthetic,bayar bpjs,10
bpjs kesehatan,tagihan,synthetic,bpjs kesehatan,14
bpjs ketenagakerjaan,tagihan,synthetic,bpjs ketenagakerjaan,20
iuran bpjs,tagihan,synthetic,iuran bpjs,10
asuransi,tagihan,synthetic,asuransi,8
premi asuransi,tagihan,synthetic,premi asuransi,14
asuransi jiwa,tagihan,synthetic,asuransi jiwa,13
asuransi kesehatan,tagihan,synthetic,asuransi kesehatan,18
asuransi kendaraan,tagihan,synthetic,asuransi kendaraan,18
bayar premi,tagihan,synthetic,bayar premi,11
asuransi allianz,tagihan,synthetic,asuransi allianz,16
asuransi prudential,tagihan,synthetic,asuransi prudential,19
asuransi manulife,tagihan,synthetic,asuransi manulife,17
kos,tagihan,synthetic,kos,3
bayar kos,tagihan,synthetic,bayar kos,9
sewa kos,tagihan,synthetic,sewa kos,8
kontrakan,tagihan,synthetic,kontrakan,9
sewa kontrakan,tagihan,synthetic,sewa kontrakan,14
sewa rumah,tagihan,synthetic,sewa rumah,10
bayar kontrakan,tagihan,synthetic,bayar kontrakan,15
iuran kos,tagihan,synthetic,iuran kos,9
wifi kos,tagihan,synthetic,wifi kos,8
listrik kos,tagihan,synthetic,listrik kos,11
kos bulanan,tagihan,synthetic,kos bulanan,11
bayar sewa,tagihan,synthetic,bayar sewa,10
uang kos,tagihan,synthetic,uang kos,8
biaya kos,tagihan,synthetic,biaya kos,9
deposit kos,tagihan,synthetic,deposit kos,11
cicilan,tagihan,synthetic,cicilan,7
angsuran,tagihan,synthetic,angsuran,8
kredit,tagihan,synthetic,kredit,6
bayar cicilan,tagihan,synthetic,bayar cicilan,13
cicilan hp,tagihan,synthetic,cicilan hp,10
cicilan motor,tagihan,synthetic,cicilan motor,13
cicilan mobil,tagihan,synthetic,cicilan mobil,13
cicilan kulkas,tagihan,synthetic,cicilan kulkas,14
cicilan ac,tagihan,synthetic,cicilan ac,10
bayar kredit,tagihan,synthetic,bayar kredit,12
kartu kredit,tagihan,synthetic,kartu kredit,12
tagihan kartu kredit,tagihan,synthetic,tagihan kartu kredit,20
bayar cc,tagihan,synthetic,bayar cc,8
minimum payment,tagihan,synthetic,minimum payment,15
iuran rt,tagihan,synthetic,iuran rt,8
iuran rw,tagihan,synthetic,iuran rw,8
kas rt,tagihan,synthetic,kas rt,6
sumbangan wajib,tagihan,synthetic,sumbangan wajib,15
pajak motor,tagihan,synthetic,pajak motor,11
pajak mobil,tagihan,synthetic,pajak mobil,11
bayar pajak,tagihan,synthetic,bayar pajak,11
stnk,tagihan,synthetic,stnk,4
perpanjang stnk,tagihan,synthetic,perpanjang stnk,15
parkir bulanan,tagihan,synthetic,parkir bulanan,14
langganan koran,tagihan,synthetic,langganan koran,15
tagihan gas,tagihan,synthetic,tagihan gas,11
gas elpiji,tagihan,synthetic,gas elpiji,10
gas bulanan,tagihan,synthetic,gas bulanan,11
bayar listrik,tagihan,synthetic,bayar listrik,13
listrik pln,tagihan,synthetic,listrik pln,11
token listrik,tagihan,synthetic,token listrik,13
beli token listrik,tagihan,synthetic,beli token listrik,18
isi token pln,tagihan,synthetic,isi token pln,13
pulsa listrik,tagihan,synthetic,pulsa listrik,13
listrik rumah,tagihan,synthetic,listrik rumah,13
listrik kos,tagihan,synthetic,listrik kos,11
bayar pln,tagihan,synthetic,bayar pln,9
listrik bulanan,tagihan,synthetic,listrik bulanan,15
token pln 50rb,tagihan,synthetic,token pln rb,12
token pln 100rb,tagihan,synthetic,token pln rb,12
token pln 200rb,tagihan,synthetic,token pln rb,12
bayar air,tagihan,synthetic,bayar air,9
air pdam,tagihan,synthetic,air pdam,8
tagihan pdam,tagihan,synthetic,tagihan pdam,12
bayar pdam,tagihan,synthetic,bayar pdam,10
air bulanan,tagihan,synthetic,air bulanan,11
iuran air,tagihan,synthetic,iuran air,9
air ledeng,tagihan,synthetic,air ledeng,10
air bersih,tagihan,synthetic,air bersih,10
wifi,tagihan,synthetic,wifi,4
bayar wifi,tagihan,synthetic,bayar wifi,10
tagihan internet,tagihan,synthetic,tagihan internet,16
indihome,tagihan,synthetic,indihome,8
firstmedia,tagihan,synthetic,firstmedia,10
mncplay,tagihan,synthetic,mncplay,7
biznet,tagihan,synthetic,biznet,6
myrepublic,tagihan,synthetic,myrepublic,10
telkomsel orbit,tagihan,synthetic,telkomsel orbit,15
wifi bulanan,tagihan,synthetic,wifi bulanan,12
paket internet,tagihan,synthetic,paket internet,14
pasang wifi,tagihan,synthetic,pasang wifi,11
bayar indihome,tagihan,synthetic,bayar indihome,14
upgrade wifi,tagihan,synthetic,upgrade wifi,12
tv kabel,tagihan,synthetic,tv kabel,8
tagihan tv,tagihan,synthetic,tagihan tv,10
bayar tv kabel,tagihan,synthetic,bayar tv kabel,14
useetv,tagihan,synthetic,useetv,6
transvision,tagihan,synthetic,transvision,11
beli pulsa,tagihan,synthetic,beli pulsa,10
isi pulsa,tagihan,synthetic,isi pulsa,9
pulsa telkomsel,tagihan,synthetic,pulsa telkomsel,15
pulsa xl,tagihan,synthetic,pulsa xl,8
pulsa indosat,tagihan,synthetic,pulsa indosat,13
pulsa tri,tagihan,synthetic,pulsa tri,9
pulsa smartfren,tagihan,synthetic,pulsa smartfren,15
paket data,tagihan,synthetic,paket data,10
beli paket data,tagihan,synthetic,beli paket data,15
paket telkomsel,tagihan,synthetic,paket telkomsel,15
paket xl,tagihan,synthetic,paket xl,8
paket indosat,tagihan,synthetic,paket indosat,13
paket tri,tagihan,synthetic,paket tri,9
kuota internet,tagihan,synthetic,kuota internet,14
paket nelpon,tagihan,synthetic,paket nelpon,12
paket sms,tagihan,synthetic,paket sms,9
perpanjang paket,tagihan,synthetic,perpanjang paket,16
beli kuota,tagihan,synthetic,beli kuota,10
isi kuota,tagihan,synthetic,isi kuota,9
bayar bpjs,tagihan,synthetic,bayar bpjs,10
bpjs kesehatan,tagihan,synthetic,bpjs kesehatan,14
bpjs ketenagakerjaan,tagihan,synthetic,bpjs ketenagakerjaan,20
iuran bpjs,tagihan,synthetic,iuran bpjs,10
asuransi,tagihan,synthetic,asuransi,8
premi asuransi,tagihan,synthetic,premi asuransi,14
asuransi jiwa,tagihan,synthetic,asuransi jiwa,13
asuransi kesehatan,tagihan,synthetic,asuransi kesehatan,18
asuransi kendaraan,tagihan,synthetic,asuransi kendaraan,18
bayar premi,tagihan,synthetic,bayar premi,11
asuransi allianz,tagihan,synthetic,asuransi allianz,16
asuransi prudential,tagihan,synthetic,asuransi prudential,19
asuransi manulife,tagihan,synthetic,asuransi manulife,17
kos,tagihan,synthetic,kos,3
bayar kos,tagihan,synthetic,bayar kos,9
sewa kos,tagihan,synthetic,sewa kos,8
kontrakan,tagihan,synthetic,kontrakan,9
